"y","x1","x2","x3"
3.30343746831879,"a",0.945199818726778,0.221922505434047
4.72678053151125,"b",4.6815860708308,0.0839405813296595
0.973395434940017,"a",1.75303185981727,0.795687403378066
0.776335143611218,"b",1.8432958100917,-2.06603159449925
-4.94496933125308,"a",-2.7552662790179,0.15904735706606
-1.35937034991813,"a",-0.330887387284066,0.782680759449379
3.04812633776205,"b",2.85479904233862,-0.642828901855869
4.5344028676757,"a",2.99820464700161,-1.13656198971563
8.54683368948855,"b",6.09374015779964,-1.01275800167045
1.14993670081571,"a",-1.03326537488668,0.678242363544319
5.09973295481894,"b",2.31341378298016,-1.11343608311351
7.55387358929125,"b",6.6249494953973,2.75390725707431
1.31304586971441,"a",1.7643519057826,-1.39547862173283
1.62397971065556,"a",1.32991524513285,0.610990594201588
4.43910106500579,"a",3.16989426874587,-0.618399657344249
6.57165831145713,"a",4.3379578888859,-0.322501049404696
4.4370391589988,"b",5.06560648676688,1.31442176880545
0.652448073013705,"a",2.58309649777242,1.09318758631371
6.29105029901228,"b",6.39763887446732,0.273536247638246
-2.12564272589703,"a",-0.0605514602273367,-0.766213809378279
1.60340437851764,"a",-0.728026280225692,0.778950091563828
-0.154997426550818,"a",-1.63756885430709,-1.61705538321729
4.68999587891311,"a",4.23029537849166,0.616480845525198
2.34230171796414,"b",4.4037060014845,-0.391876877646754
1.62074021887275,"a",1.50162646412521,-0.0735595780981252
4.68826032658962,"a",2.09170240589145,0.511388383773486
7.22488250485885,"b",6.30564309522543,0.789594448551095
-4.98904236768645,"a",-0.988533423383429,-1.46110790928682
1.44153849090341,"b",2.96039967256596,-1.18092637683653
5.64414066006772,"b",2.82207978789178,0.853494559427515
2.24158791367713,"a",3.84934458944712,-0.589634117986264
0.923598796455714,"a",-0.139438386498858,0.738323962699877
4.71591673512682,"a",2.49695086535524,1.65640205025017
2.08474924626676,"a",1.58620120457139,-0.964901476713979
-0.418425178383902,"a",0.679480254059645,-0.730984593115577
0.270083643538229,"a",0.664967004300712,0.939078161373066
5.0532909065223,"b",1.81946310218668,-0.979545086497634
3.95702261632471,"b",2.14876986555784,1.44422327057783
-1.32572616580016,"a",1.05972277875551,-1.02933381270405
-1.57325710819017,"b",-0.601928000446834,0.449941883984404
2.95232852413099,"a",3.43910371514227,-0.556481218084505
1.82302317145866,"b",1.48801487546213,0.886572557932089
-2.49528918956823,"b",0.678308970930621,-1.32847959541654
-0.247562269576919,"a",-1.55874433078114,-0.714896973563601
-0.848997416324593,"a",1.08679159131753,0.0915004559357322
-1.91136101023416,"a",-0.976733063142276,-0.656305807069144
-1.16792590994166,"a",-0.917305019096074,0.0341123716715072
1.39985052408369,"b",2.00931682852602,-1.12220317151033
2.0940202136206,"b",3.49441708811513,0.348319083080986
-0.900612815696153,"a",-0.0337927096141104,-0.366139855054713
-5.40754248794751,"a",0.362730993138265,0.102170688688742
-2.0487439421989,"a",-1.16351955559035,0.335439338578715
1.67028767993185,"a",2.40366791993256,-0.74997375691779
-2.01778251246742,"a",-3.75684223814352,0.564200176967058
1.34191282117851,"a",1.86877889135377,-1.10495835915137
2.02141509058152,"b",1.18251145403398,1.38186778302358
0.855980200267707,"a",1.28114326259953,0.441680054951912
-2.03391029290416,"a",0.00457800702801203,-0.332568854254035
8.23828326805997,"a",6.33771234119849,-1.56622594336175
-1.90606825987439,"a",-1.35215027339232,0.0940508257771778
9.7956594625883,"b",5.15597850473354,-1.30102527963069
1.64418056613627,"a",-0.496462577040994,-1.67611518299755
3.91664197969514,"a",3.25375596797833,1.48666853159165
8.47757328048582,"b",6.67508748767142,-0.991145775107235
4.71400873361967,"b",1.20216277074064,0.435061546201123
-2.35728637700874,"a",-0.143869395516636,-1.43012338323709
5.55668007675477,"b",4.7490157480405,0.560556826957765
-1.16459227833951,"a",1.24140751924345,0.282880648728923
4.99914730419855,"a",4.61661229921276,2.15538384662943
4.658788521822,"b",1.01328128709863,0.847027367636357
0.438567058194902,"b",1.90580769953765,-0.558825555390412
0.0548597252109682,"a",-0.449985467718554,-0.684845655036391
3.73976490523053,"a",2.73753425300285,-0.114709422417244
1.19238893205888,"a",1.15293247417058,-0.864153883631649
-0.697672705698133,"b",-1.73583786573862,-0.948871781249495
0.910546081638955,"b",0.769252792485483,0.392983785254961
-5.04128464203651,"a",-1.50037762414885,-0.297826276748418
-4.66195645115745,"a",-0.880560101949037,0.0614094327327264
-0.844890690776255,"a",1.90988095320582,0.447038012560494
-0.0485646478449102,"a",-1.11219863219198,-0.692870715476395
2.90517607377294,"a",2.07425920466755,1.01978542257895
1.58411893456018,"b",4.39310641915939,1.09460274142745
8.89875652330408,"b",6.32614512115558,0.265827483150206
1.89018357482333,"b",2.79793096492342,-0.348847306178942
9.18184233636276,"b",5.28303907148965,-0.673426543071282
-2.57907319258932,"a",-2.11117873449315,-0.862835924389246
1.10158651911638,"a",3.51148184522848,-0.0356431789412516
-2.03286528746382,"b",0.310824045786791,-0.156107914307103
1.75422579320588,"a",1.79250653435148,-2.25770374518448
0.0743438170694631,"a",0.474647761720633,0.463989710758158
2.17218974419581,"b",0.999053830701581,0.261303409406184
0.25651474155831,"a",2.33359796864587,-0.38353582888426
5.78831814775353,"b",3.57237949902383,0.0983111612158449
0.331886975786822,"a",0.70440872796467,-0.630510549832188
2.30266400114295,"b",1.5004487374117,-0.456618846489482
0.575262125341767,"a",1.01115608002765,-0.375990951434709
0.309498816302684,"a",0.282656126856126,0.336655813975044
11.8995251776225,"b",9.27374193526529,-0.0380007572827997
2.42170437887099,"b",2.97476011814972,0.190211148813545
-0.998602052535315,"a",0.827557205024886,-0.109666517806314
0.607858445284565,"a",0.806567441264903,-2.13408775191068
0.297296137471679,"a",2.27273405953563,1.10718503018545
3.85609755526219,"b",2.05610071014277,2.06571686877353
4.15424846677774,"a",1.99131581461214,0.459104460958519
2.02540745432137,"a",0.267616295499687,-0.787346225930352
-1.92648090381292,"a",-2.26969122888909,0.0265796320751663
-0.225578781686388,"a",-0.847692460601239,0.163151992113996
6.64815650866164,"b",3.98018604421003,1.12393612539279
-0.438697351396305,"b",2.0891997208463,0.184934341136209
2.80084179132117,"a",2.74806930447956,-2.21543324446461
-2.56377903829625,"a",-2.0754931835556,0.507926073290651
7.66199517822283,"b",4.39828043361196,-0.848514313673408
0.499972883608166,"b",1.10654376435529,-0.280118980333635
-2.87488498931874,"a",-0.731286508464088,0.169316113554071
-0.470730670034921,"a",-0.755030777858711,0.295787293207896
0.054326035343373,"a",1.37350549603778,-1.38431002952299
4.53016488939026,"b",1.58482080221511,1.76440864549006
6.77681267996218,"b",2.75043715584794,0.267981454529578
0.66221898358115,"b",-0.441729210558865,-0.485699736229052
0.241559886516831,"a",-0.698498380693431,1.54637828744162
3.54935153162947,"b",4.42762846607217,-1.75714993850181
0.885853918927703,"b",1.88919728008625,1.29311467452007
5.0370362026009,"b",2.52290602675409,0.00601857012270383
-1.48648524209106,"a",0.0568768992551877,0.108911028216718
0.88953021647258,"a",0.382231653562831,-0.882853169094409
0.1815986415585,"a",-0.427851088847344,1.29636962214768
5.48943314006303,"b",3.90005311135911,-1.14881256930419
4.97668255467858,"b",2.8052607704268,-0.370249460165208
1.17688196401931,"b",0.597917915656569,0.804227567250584
5.90971330960991,"b",3.51797139693586,-0.0776912439191331
5.96212626677211,"b",5.0305480644011,-0.373231853162263
3.26419028223262,"a",2.79458704016837,0.203906945820348
6.59821968990762,"b",5.01404386061538,0.288593524478509
2.75838444659164,"b",-0.585149564483804,-2.44219572049105
4.69927343428201,"b",3.43087753500435,0.229084753616998
6.22852875897043,"a",4.79273824669954,2.03519876765764
4.2192634083329,"a",6.35203172712972,2.43097555070736
4.53484472098625,"b",3.48701795553136,-0.228608681438096
0.515749271675279,"a",2.7352934221524,0.665828135770329
1.75783812446837,"b",1.80584923883255,-0.221821794565988
-0.457744060917456,"a",0.300146160324244,1.51107486504177
1.38273654790087,"a",-0.404121490797678,-0.273080545703203
3.41243295982616,"a",1.04498640614392,0.765128011033654
8.31736634848408,"b",7.65683902265647,-2.46638846988226
0.500405072503859,"b",1.41387652491335,0.0264586490275328
3.99045716699622,"a",1.2328996294566,0.135643519142872
-1.14168608324711,"a",0.202351902843848,-0.458398516600231
3.49104523225425,"b",2.93474943474217,0.509477810450173
1.29354000046403,"b",1.81255040493818,0.823969600851529
-3.69126877670892,"a",-4.54541362225507,-0.513969593035142
-2.09925321564162,"a",-0.363207682909081,-1.6151559397542
9.73334109592326,"b",7.79590579946106,0.805229192004769
0.15311386322159,"a",2.54168689371982,-1.52739282208374
4.03502251868177,"b",3.54300082050278,0.991839083871348
3.48941560954131,"a",3.08224057398863,-0.247391335557119
-0.814956293341989,"b",-1.54102891361202,1.44984289713333
6.75688342340625,"b",4.74570988061517,0.706920248956304
0.383517754953839,"a",0.382801036117768,0.893339365924942
-0.147736327054179,"a",-0.313205604447264,-0.038720176464739
3.53151989203092,"b",1.66464144612796,0.893784189736587
1.13081949347118,"b",0.784090995014078,-0.0663396400721847
3.05823375924429,"b",2.34585005332261,2.13598971380123
4.96952587051934,"b",8.49573993420942,-1.73069591769215
-3.80863678483834,"a",-1.90207615167422,0.0815995658189319
3.94467527791037,"b",3.28091751448988,-1.19707336048714
-6.46886060971918,"a",-3.20790007215128,-0.215874519600132
2.01233129100853,"a",3.56172187742264,-1.58363544360779
1.76321739084057,"a",0.6979849887351,0.116338181847378
2.01681641300077,"b",1.10421466747134,0.654797350321825
2.99258832011996,"a",0.510767102235399,0.553510239305069
-4.25935344737618,"a",-3.96309431914303,0.425563764090157
2.46919860748984,"a",2.41343750032661,0.360745885655998
-1.87204684535251,"a",-0.53793991349162,1.33615108876767
5.00796652309092,"b",2.50841444311294,-0.394135251080645
3.27130005514314,"a",-0.09045766214526,-1.57105490159569
1.68021635475833,"a",3.3408473086019,-0.88339850546361
6.10071090933348,"b",5.99673926929472,1.59344738031235
-2.60527425772843,"a",0.207576166579084,-0.322535319770745
4.12851952689331,"b",4.51584072135161,0.0421330440172175
1.1349756201912,"a",-0.500285194470362,0.282453891657022
0.700115455064699,"a",1.15589210575734,-0.28514456330466
5.75739632919048,"b",3.71538730259584,-2.0121338185364
-1.60819300816065,"a",-0.402979840653191,0.138969088536037
7.15799849163914,"b",4.15015138604396,0.942365865534933
7.7810691913059,"b",5.42921608027688,0.0499876308571785
0.264316135969187,"a",2.4165582477807,-0.469972461080663
4.42557226902079,"a",2.16442240667792,1.6650740960084
-0.119024439670306,"a",0.0318339837298726,0.336953339588043
-2.02999577738605,"a",-1.66361464586308,0.663460686697797
3.84875831279071,"b",3.91566089755215,0.506806611275214
5.38076953237997,"b",3.2902877338261,0.246098382472135
4.62097570549668,"b",2.29169251816564,-0.630454345324228
1.83708215823307,"a",1.54112566258211,0.464208541420049
5.47612790578965,"b",4.62312471022942,-0.558696099779587
-0.0400511087659883,"b",2.10762170377856,-0.0318935501729262
4.33140437662336,"b",1.64924165029952,-1.75899569932596
3.830465048395,"b",4.23438170378771,-2.29230293633017
3.39190573179803,"a",3.19572041887364,0.648582074851267
6.90563025902924,"a",5.09625279040983,0.342935985731921
3.43872531764531,"b",2.32713807703719,0.102984839747508
1.58691018417653,"b",3.13844296084544,-0.912867060375741
2.69922211290071,"a",0.616776763006768,1.15144463176076
1.77325060533127,"a",-0.692648514539447,-0.629738993672903
5.22020340612214,"b",3.33586786023372,-0.253529664862018
-0.473601502695331,"b",0.946651322907877,0.238654399204684
5.78993228094067,"b",3.37222798129529,1.45585665779604
2.00342291482241,"b",1.95755920691933,-0.0500593259370675
5.55377075506145,"b",3.52805342983738,-0.505041369184473
4.84735100762975,"b",2.57066434046002,-1.55505004126419
